ID_CLIENT,ID_SKU,Quantity,dat_event,Valor_Unitario,Categoria,Valor_Total_Produto
5889,18,4,2024-01-19,80,Utensilios,320
5889,64,4,2024-01-19,213,Utensilios,852
7558,64,4,2024-01-19,213,Utensilios,852
7558,9,4,2024-01-19,250,Bebidas,1000
5769,39,4,2024-01-19,217,Bebidas,868
9363,12,4,2024-01-20,199,Limpeza,796
2040,58,4,2024-01-20,45,Limpeza,180
1056,83,4,2024-01-20,217,Limpeza,868
1056,63,4,2024-01-20,80,Carnes,320
7921,90,4,2024-01-20,284,Carnes,1136
2831,61,4,2024-01-20,204,Bebidas,816
508,66,4,2024-01-20,75,Utensilios,300
5689,83,4,2024-01-20,217,Limpeza,868
5012,46,4,2024-01-20,74,Carnes,296
505,49,4,2024-01-20,266,Utensilios,1064
4678,31,4,2024-01-20,150,Limpeza,600
6146,39,4,2024-01-20,217,Bebidas,868
4553,12,4,2024-01-20,199,Limpeza,796
7407,39,4,2024-01-20,217,Bebidas,868
6699,48,4,2024-01-20,287,Carnes,1148
8037,65,4,2024-01-20,198,Carnes,792
6286,14,4,2024-01-20,84,Limpeza,336
1977,65,4,2024-01-20,198,Carnes,792
9475,73,4,2024-01-20,246,Utensilios,984
1199,4,4,2024-01-20,175,Carnes,700
7436,90,4,2024-01-20,284,Carnes,1136
5834,51,4,2024-01-20,233,Bebidas,932
7482,1,4,2024-01-20,272,Limpeza,1088
3506,20,4,2024-01-20,286,Limpeza,1144
6165,78,4,2024-01-20,203,Limpeza,812
1345,31,4,2024-01-20,150,Limpeza,600
4689,77,4,2024-01-20,132,Carnes,528
6959,12,4,2024-01-20,199,Limpeza,796
6193,49,4,2024-01-20,266,Utensilios,1064
7630,70,4,2024-01-20,187,Utensilios,748
7630,99,4,2024-01-20,134,Limpeza,536
8078,47,4,2024-01-20,163,Limpeza,652
8525,76,4,2024-01-20,228,Utensilios,912
5257,56,4,2024-01-20,173,Utensilios,692
5453,36,4,2024-01-20,167,Bebidas,668
9126,1,4,2024-01-20,272,Limpeza,1088
8320,22,4,2024-01-20,147,Bebidas,588
8320,86,4,2024-01-20,298,Bebidas,1192
2429,61,4,2024-01-21,204,Bebidas,816
7956,1,4,2024-01-21,272,Limpeza,1088
4462,27,4,2024-01-21,249,Utensilios,996
4462,3,4,2024-01-21,67,Limpeza,268
6504,83,4,2024-01-21,217,Limpeza,868
6504,54,4,2024-01-21,211,Limpeza,844
2694,17,4,2024-01-21,199,Bebidas,796
4517,3,4,2024-01-21,67,Limpeza,268
9828,76,4,2024-01-21,228,Utensilios,912
5903,90,4,2024-01-21,284,Carnes,1136
3734,99,4,2024-01-21,134,Limpeza,536
6479,60,4,2024-01-21,98,Limpeza,392
8234,95,4,2024-01-21,156,Limpeza,624
5782,88,4,2024-01-21,198,Bebidas,792
7266,55,4,2024-01-21,58,Bebidas,232
988,0,4,2024-01-21,263,Carnes,1052
5750,14,4,2024-01-21,84,Limpeza,336
6349,93,4,2024-01-21,276,Bebidas,1104
1359,52,4,2024-01-21,69,Utensilios,276
2870,22,4,2024-01-21,147,Bebidas,588
381,22,4,2024-01-21,147,Bebidas,588
3388,49,4,2024-01-21,266,Utensilios,1064
8205,36,4,2024-01-21,167,Bebidas,668
7184,32,4,2024-01-21,299,Limpeza,1196
1224,78,4,2024-01-21,203,Limpeza,812
1224,74,4,2024-01-21,256,Utensilios,1024
1224,55,4,2024-01-21,58,Bebidas,232
5157,92,4,2024-01-21,175,Bebidas,700
7658,84,4,2024-01-21,93,Utensilios,372
1000,89,4,2024-01-21,271,Carnes,1084
9602,81,4,2024-01-21,63,Bebidas,252
6623,53,4,2024-01-21,187,Bebidas,748
3295,60,4,2024-01-21,98,Limpeza,392
2133,94,4,2024-01-21,242,Utensilios,968
374,17,4,2024-01-21,199,Bebidas,796
6879,23,4,2024-01-21,135,Bebidas,540
9715,66,4,2024-01-21,75,Utensilios,300
1220,44,4,2024-01-21,203,Carnes,812
1220,73,4,2024-01-21,246,Utensilios,984
8491,58,4,2024-01-21,45,Limpeza,180
7145,89,4,2024-01-21,271,Carnes,1084
7145,91,4,2024-01-21,69,Bebidas,276
2201,56,4,2024-01-21,173,Utensilios,692
3953,15,4,2024-01-21,297,Bebidas,1188
6875,29,4,2024-01-21,111,Bebidas,444
5413,75,4,2024-01-21,247,Bebidas,988
5413,5,4,2024-01-21,76,Utensilios,304
3785,12,4,2024-01-21,199,Limpeza,796
2291,86,4,2024-01-21,298,Bebidas,1192
5841,39,4,2024-01-21,217,Bebidas,868
5841,27,4,2024-01-21,249,Utensilios,996
1257,17,4,2024-01-22,199,Bebidas,796
8327,50,4,2024-01-22,163,Carnes,652
8327,86,4,2024-01-22,298,Bebidas,1192
2724,19,4,2024-01-22,59,Bebidas,236
9215,69,4,2024-01-22,194,Carnes,776
8935,21,4,2024-01-22,267,Carnes,1068
4721,94,4,2024-01-22,242,Utensilios,968
2105,19,4,2024-01-22,59,Bebidas,236
5214,17,4,2024-01-22,199,Bebidas,796
711,84,4,2024-01-22,93,Utensilios,372
8833,17,4,2024-01-22,199,Bebidas,796
7464,35,4,2024-01-22,149,Limpeza,596
7464,47,4,2024-01-22,163,Limpeza,652
4803,35,4,2024-01-22,149,Limpeza,596
4939,64,4,2024-01-22,213,Utensilios,852
2976,65,4,2024-01-22,198,Carnes,792
2479,7,4,2024-01-22,288,Carnes,1152
9840,43,4,2024-01-22,284,Bebidas,1136
5477,19,4,2024-01-22,59,Bebidas,236
3845,11,4,2024-01-22,256,Carnes,1024
818,37,4,2024-01-22,66,Utensilios,264
2112,77,4,2024-01-22,132,Carnes,528
9560,94,4,2024-01-22,242,Utensilios,968
2749,10,4,2024-01-22,286,Carnes,1144
2749,97,4,2024-01-22,69,Bebidas,276
6723,2,4,2024-01-22,207,Carnes,828
4401,81,4,2024-01-22,63,Bebidas,252
5266,68,4,2024-01-22,152,Limpeza,608
6081,85,4,2024-01-22,156,Bebidas,624
9188,62,4,2024-01-22,246,Bebidas,984
7694,27,4,2024-01-23,249,Utensilios,996
5488,37,4,2024-01-23,66,Utensilios,264
6649,97,4,2024-01-23,69,Bebidas,276
4479,27,4,2024-01-23,249,Utensilios,996
9301,48,4,2024-01-23,287,Carnes,1148
9301,50,4,2024-01-23,163,Carnes,652
2385,35,4,2024-01-23,149,Limpeza,596
2942,58,4,2024-01-23,45,Limpeza,180
6113,99,4,2024-01-23,134,Limpeza,536
6113,34,4,2024-01-23,132,Limpeza,528
6113,94,4,2024-01-23,242,Utensilios,968
1845,92,4,2024-01-23,175,Bebidas,700
7214,12,4,2024-01-23,199,Limpeza,796
9324,81,4,2024-01-23,63,Bebidas,252
9324,70,4,2024-01-23,187,Utensilios,748
5679,51,4,2024-01-23,233,Bebidas,932
4155,63,4,2024-01-23,80,Carnes,320
4155,3,4,2024-01-23,67,Limpeza,268
7894,91,4,2024-01-23,69,Bebidas,276
3982,5,4,2024-01-23,76,Utensilios,304
3982,51,4,2024-01-23,233,Bebidas,932
3982,95,4,2024-01-23,156,Limpeza,624
9685,19,4,2024-01-23,59,Bebidas,236
2289,90,4,2024-01-23,284,Carnes,1136
9878,94,4,2024-01-23,242,Utensilios,968
8577,10,4,2024-01-23,286,Carnes,1144
8577,96,4,2024-01-23,128,Carnes,512
8149,41,4,2024-01-23,164,Carnes,656
8149,21,4,2024-01-23,267,Carnes,1068
2148,67,4,2024-01-23,275,Limpeza,1100
501,58,4,2024-01-23,45,Limpeza,180
501,86,4,2024-01-23,298,Bebidas,1192
275,64,4,2024-01-23,213,Utensilios,852
3265,53,4,2024-01-23,187,Bebidas,748
2715,31,4,2024-01-23,150,Limpeza,600
2911,39,4,2024-01-23,217,Bebidas,868
2911,81,4,2024-01-23,63,Bebidas,252
2062,51,4,2024-01-23,233,Bebidas,932
1705,98,4,2024-01-23,61,Utensilios,244
7126,92,4,2024-01-23,175,Bebidas,700
9898,35,4,2024-01-23,149,Limpeza,596
2271,10,4,2024-01-23,286,Carnes,1144
8681,8,4,2024-01-23,184,Carnes,736
363,29,4,2024-01-23,111,Bebidas,444
3129,37,4,2024-01-23,66,Utensilios,264
4135,25,4,2024-01-23,160,Limpeza,640
9156,64,4,2024-01-23,213,Utensilios,852
9156,52,4,2024-01-23,69,Utensilios,276
4061,87,4,2024-01-23,236,Utensilios,944
4061,26,4,2024-01-23,279,Carnes,1116
4651,85,4,2024-01-23,156,Bebidas,624
6189,21,4,2024-01-23,267,Carnes,1068
4935,28,4,2024-01-23,99,Carnes,396
7361,81,4,2024-01-23,63,Bebidas,252
7334,73,4,2024-01-23,246,Utensilios,984
7550,37,4,2024-01-24,66,Utensilios,264
4418,17,4,2024-01-24,199,Bebidas,796
4958,81,4,2024-01-24,63,Bebidas,252
8469,58,4,2024-01-24,45,Limpeza,180
2174,17,4,2024-01-24,199,Bebidas,796
4405,8,4,2024-01-24,184,Carnes,736
9500,55,4,2024-01-24,58,Bebidas,232
8325,48,4,2024-01-24,287,Carnes,1148
8325,0,4,2024-01-24,263,Carnes,1052
84,54,4,2024-01-24,211,Limpeza,844
3798,16,4,2024-01-24,150,Utensilios,600
1039,86,4,2024-01-24,298,Bebidas,1192
6386,40,4,2024-01-24,130,Utensilios,520
6386,25,4,2024-01-24,160,Limpeza,640
6161,27,4,2024-01-24,249,Utensilios,996
6161,14,4,2024-01-24,84,Limpeza,336
9842,50,4,2024-01-24,163,Carnes,652
1505,76,4,2024-01-24,228,Utensilios,912
4301,83,4,2024-01-24,217,Limpeza,868
4301,30,4,2024-01-24,293,Bebidas,1172
1420,16,4,2024-01-24,150,Utensilios,600
9085,89,4,2024-01-24,271,Carnes,1084
542,66,4,2024-01-24,75,Utensilios,300
5499,47,4,2024-01-24,163,Limpeza,652
3646,24,4,2024-01-24,150,Bebidas,600
515,20,4,2024-01-24,286,Limpeza,1144
4540,40,4,2024-01-24,130,Utensilios,520
4540,9,4,2024-01-24,250,Bebidas,1000
7295,27,4,2024-01-24,249,Utensilios,996
521,16,4,2024-01-24,150,Utensilios,600
7908,2,4,2024-01-24,207,Carnes,828
8442,23,4,2024-01-24,135,Bebidas,540
3099,68,4,2024-01-24,152,Limpeza,608
7139,0,4,2024-01-24,263,Carnes,1052
8038,33,4,2024-01-24,166,Bebidas,664
550,86,4,2024-01-24,298,Bebidas,1192
9630,16,4,2024-01-24,150,Utensilios,600
9630,25,4,2024-01-24,160,Limpeza,640
6268,96,4,2024-01-24,128,Carnes,512
6268,16,4,2024-01-24,150,Utensilios,600
9918,21,4,2024-01-24,267,Carnes,1068
1266,9,4,2024-01-24,250,Bebidas,1000
1266,8,4,2024-01-24,184,Carnes,736
451,57,4,2024-01-24,169,Utensilios,676
6884,8,4,2024-01-24,184,Carnes,736
2983,56,4,2024-01-24,173,Utensilios,692
2983,21,4,2024-01-24,267,Carnes,1068
3000,34,4,2024-01-25,132,Limpeza,528
3000,42,4,2024-01-25,136,Bebidas,544
8753,9,4,2024-01-25,250,Bebidas,1000
4502,86,4,2024-01-25,298,Bebidas,1192
4502,62,4,2024-01-25,246,Bebidas,984
4502,70,4,2024-01-25,187,Utensilios,748
6243,82,4,2024-01-25,91,Utensilios,364
1054,43,4,2024-01-25,284,Bebidas,1136
5676,61,4,2024-01-25,204,Bebidas,816
129,37,4,2024-01-25,66,Utensilios,264
5385,47,4,2024-01-25,163,Limpeza,652
5385,75,4,2024-01-25,247,Bebidas,988
9882,0,4,2024-01-25,263,Carnes,1052
9882,11,4,2024-01-25,256,Carnes,1024
1325,6,4,2024-01-25,273,Carnes,1092
6178,27,4,2024-01-25,249,Utensilios,996
7447,5,4,2024-01-25,76,Utensilios,304
4335,35,4,2024-01-25,149,Limpeza,596
4335,0,4,2024-01-25,263,Carnes,1052
2265,92,4,2024-01-25,175,Bebidas,700
6498,56,4,2024-01-25,173,Utensilios,692
6498,50,4,2024-01-25,163,Carnes,652
9667,74,4,2024-01-25,256,Utensilios,1024
6350,76,4,2024-01-25,228,Utensilios,912
2162,66,4,2024-01-25,75,Utensilios,300
4351,55,4,2024-01-25,58,Bebidas,232
7636,14,4,2024-01-25,84,Limpeza,336
3821,94,4,2024-01-25,242,Utensilios,968
3821,4,4,2024-01-25,175,Carnes,700
5815,70,4,2024-01-25,187,Utensilios,748
9987,66,4,2024-01-25,75,Utensilios,300
7307,15,4,2024-01-25,297,Bebidas,1188
5587,47,4,2024-01-25,163,Limpeza,652
1928,44,4,2024-01-25,203,Carnes,812
1928,96,4,2024-01-25,128,Carnes,512
2671,17,4,2024-01-25,199,Bebidas,796
5302,88,4,2024-01-25,198,Bebidas,792
949,28,4,2024-01-25,99,Carnes,396
6146,1,4,2024-01-25,272,Limpeza,1088
8426,1,4,2024-01-25,272,Limpeza,1088
5024,98,4,2024-01-25,61,Utensilios,244
4757,54,4,2024-01-25,211,Limpeza,844
5394,50,4,2024-01-25,163,Carnes,652
6889,18,4,2024-01-25,80,Utensilios,320
5425,51,4,2024-01-25,233,Bebidas,932
6916,26,4,2024-01-25,279,Carnes,1116
6899,27,4,2024-01-25,249,Utensilios,996
3412,16,4,2024-01-25,150,Utensilios,600
5846,27,4,2024-01-26,249,Utensilios,996
5317,60,4,2024-01-26,98,Limpeza,392
6917,74,4,2024-01-26,256,Utensilios,1024
3811,48,4,2024-01-26,287,Carnes,1148
4617,54,4,2024-01-26,211,Limpeza,844
9893,6,4,2024-01-26,273,Carnes,1092
7089,13,4,2024-01-26,91,Bebidas,364
7089,37,4,2024-01-26,66,Utensilios,264
6485,25,4,2024-01-26,160,Limpeza,640
6485,14,4,2024-01-26,84,Limpeza,336
1986,49,4,2024-01-26,266,Utensilios,1064
4600,59,4,2024-01-26,274,Carnes,1096
8326,82,4,2024-01-26,91,Utensilios,364
4860,87,4,2024-01-26,236,Utensilios,944
8995,27,4,2024-01-26,249,Utensilios,996
2035,36,4,2024-01-26,167,Bebidas,668
6806,51,4,2024-01-26,233,Bebidas,932
1489,24,4,2024-01-26,150,Bebidas,600
4529,39,4,2024-01-26,217,Bebidas,868
1171,65,4,2024-01-26,198,Carnes,792
5587,4,4,2024-01-26,175,Carnes,700
2810,57,4,2024-01-26,169,Utensilios,676
9457,97,4,2024-01-26,69,Bebidas,276
9791,88,4,2024-01-26,198,Bebidas,792
9791,8,4,2024-01-26,184,Carnes,736
9791,73,4,2024-01-26,246,Utensilios,984
7896,63,4,2024-01-26,80,Carnes,320
1029,47,4,2024-01-26,163,Limpeza,652
1029,17,4,2024-01-26,199,Bebidas,796
1029,63,4,2024-01-26,80,Carnes,320
1026,68,4,2024-01-26,152,Limpeza,608
8809,42,4,2024-01-26,136,Bebidas,544
5654,37,4,2024-01-26,66,Utensilios,264
722,58,4,2024-01-26,45,Limpeza,180
722,37,4,2024-01-26,66,Utensilios,264
722,60,4,2024-01-26,98,Limpeza,392
9477,41,4,2024-01-26,164,Carnes,656
771,31,4,2024-01-27,150,Limpeza,600
6276,68,4,2024-01-27,152,Limpeza,608
4267,68,4,2024-01-27,152,Limpeza,608
1524,97,4,2024-01-27,69,Bebidas,276
1524,78,4,2024-01-27,203,Limpeza,812
1524,44,4,2024-01-27,203,Carnes,812
9823,25,4,2024-01-27,160,Limpeza,640
9823,11,4,2024-01-27,256,Carnes,1024
9823,71,4,2024-01-27,245,Carnes,980
4889,95,4,2024-01-27,156,Limpeza,624
5610,73,4,2024-01-27,246,Utensilios,984
3404,90,4,2024-01-27,284,Carnes,1136
2892,73,4,2024-01-27,246,Utensilios,984
7898,52,4,2024-01-27,69,Utensilios,276
4122,57,4,2024-01-27,169,Utensilios,676
4122,92,4,2024-01-27,175,Bebidas,700
8298,26,4,2024-01-27,279,Carnes,1116
7672,23,4,2024-01-27,135,Bebidas,540
8034,71,4,2024-01-27,245,Carnes,980
9174,15,4,2024-01-27,297,Bebidas,1188
6720,65,4,2024-01-27,198,Carnes,792
6720,51,4,2024-01-27,233,Bebidas,932
3590,51,4,2024-01-27,233,Bebidas,932
5885,60,4,2024-01-27,98,Limpeza,392
5885,44,4,2024-01-27,203,Carnes,812
6449,16,4,2024-01-27,150,Utensilios,600
736,0,4,2024-01-27,263,Carnes,1052
736,8,4,2024-01-27,184,Carnes,736
3538,94,4,2024-01-27,242,Utensilios,968
1335,98,4,2024-01-27,61,Utensilios,244
3908,22,4,2024-01-27,147,Bebidas,588
7944,38,4,2024-01-27,246,Bebidas,984
7944,71,4,2024-01-27,245,Carnes,980
2711,71,4,2024-01-27,245,Carnes,980
2711,60,4,2024-01-27,98,Limpeza,392
1372,77,4,2024-01-27,132,Carnes,528
4845,2,4,2024-01-27,207,Carnes,828
7508,35,4,2024-01-27,149,Limpeza,596
7508,72,4,2024-01-27,159,Utensilios,636
831,37,4,2024-01-27,66,Utensilios,264
100,28,4,2024-01-27,99,Carnes,396
7630,89,4,2024-01-27,271,Carnes,1084
25,92,4,2024-01-27,175,Bebidas,700
5574,83,4,2024-01-27,217,Limpeza,868
5574,12,4,2024-01-27,199,Limpeza,796
213,14,4,2024-01-28,84,Limpeza,336
5247,12,4,2024-01-28,199,Limpeza,796
5247,97,4,2024-01-28,69,Bebidas,276
8121,39,4,2024-01-28,217,Bebidas,868
6852,52,4,2024-01-28,69,Utensilios,276
127,57,4,2024-01-28,169,Utensilios,676
6077,60,4,2024-01-28,98,Limpeza,392
1178,26,4,2024-01-28,279,Carnes,1116
2624,35,4,2024-01-28,149,Limpeza,596
9049,87,4,2024-01-28,236,Utensilios,944
5358,56,4,2024-01-28,173,Utensilios,692
4677,29,4,2024-01-28,111,Bebidas,444
6269,18,4,2024-01-28,80,Utensilios,320
7951,9,4,2024-01-28,250,Bebidas,1000
3088,33,4,2024-01-28,166,Bebidas,664
3088,60,4,2024-01-28,98,Limpeza,392
9033,78,4,2024-01-28,203,Limpeza,812
8189,76,4,2024-01-28,228,Utensilios,912
8189,3,4,2024-01-28,67,Limpeza,268
437,43,4,2024-01-28,284,Bebidas,1136
437,31,4,2024-01-28,150,Limpeza,600
1139,78,4,2024-01-28,203,Limpeza,812
1139,69,4,2024-01-28,194,Carnes,776
1139,95,4,2024-01-28,156,Limpeza,624
4590,63,4,2024-01-28,80,Carnes,320
5860,86,4,2024-01-28,298,Bebidas,1192
5860,95,4,2024-01-28,156,Limpeza,624
8668,79,4,2024-01-28,163,Limpeza,652
5516,38,4,2024-01-28,246,Bebidas,984
1207,50,4,2024-01-28,163,Carnes,652
2720,22,4,2024-01-28,147,Bebidas,588
5521,50,4,2024-01-28,163,Carnes,652
5362,91,4,2024-01-28,69,Bebidas,276
3672,35,4,2024-01-28,149,Limpeza,596
1534,88,4,2024-01-28,198,Bebidas,792
9861,20,4,2024-01-28,286,Limpeza,1144
9349,23,4,2024-01-28,135,Bebidas,540
457,55,4,2024-01-28,58,Bebidas,232
4938,89,4,2024-01-28,271,Carnes,1084
4057,70,4,2024-01-28,187,Utensilios,748
1534,59,4,2024-01-28,274,Carnes,1096
310,71,4,2024-01-28,245,Carnes,980
6203,4,4,2024-01-28,175,Carnes,700
2128,2,4,2024-01-28,207,Carnes,828
2128,39,4,2024-01-28,217,Bebidas,868
4703,7,4,2024-01-28,288,Carnes,1152
4703,60,4,2024-01-28,98,Limpeza,392
9912,77,4,2024-01-29,132,Carnes,528
5681,1,4,2024-01-29,272,Limpeza,1088
2837,99,4,2024-01-29,134,Limpeza,536
7282,20,4,2024-01-29,286,Limpeza,1144
7282,54,4,2024-01-29,211,Limpeza,844
4274,24,4,2024-01-29,150,Bebidas,600
3214,55,4,2024-01-29,58,Bebidas,232
6561,77,4,2024-01-29,132,Carnes,528
400,8,4,2024-01-29,184,Carnes,736
6539,74,4,2024-01-29,256,Utensilios,1024
8531,40,4,2024-01-29,130,Utensilios,520
918,20,4,2024-01-29,286,Limpeza,1144
918,2,4,2024-01-29,207,Carnes,828
918,55,4,2024-01-29,58,Bebidas,232
5638,80,4,2024-01-29,188,Limpeza,752
4940,44,4,2024-01-29,203,Carnes,812
7076,42,4,2024-01-29,136,Bebidas,544
5839,59,4,2024-01-29,274,Carnes,1096
4675,12,4,2024-01-29,199,Limpeza,796
2130,8,4,2024-01-29,184,Carnes,736
3270,41,4,2024-01-29,164,Carnes,656
9304,69,4,2024-01-29,194,Carnes,776
9802,40,4,2024-01-29,130,Utensilios,520
8536,65,4,2024-01-29,198,Carnes,792
8536,72,4,2024-01-29,159,Utensilios,636
6300,94,4,2024-01-29,242,Utensilios,968
8794,52,4,2024-01-29,69,Utensilios,276
8166,7,4,2024-01-29,288,Carnes,1152
7304,90,4,2024-01-29,284,Carnes,1136
3371,28,4,2024-01-29,99,Carnes,396
7689,81,4,2024-01-29,63,Bebidas,252
4017,84,4,2024-01-29,93,Utensilios,372
4017,59,4,2024-01-29,274,Carnes,1096
6909,33,4,2024-01-29,166,Bebidas,664
1766,38,4,2024-01-29,246,Bebidas,984
1766,5,4,2024-01-29,76,Utensilios,304
8039,56,4,2024-01-29,173,Utensilios,692
6129,94,4,2024-01-29,242,Utensilios,968
2197,17,4,2024-01-29,199,Bebidas,796
1354,5,4,2024-01-29,76,Utensilios,304
8800,0,4,2024-01-29,263,Carnes,1052
5568,46,4,2024-01-29,74,Carnes,296
5568,63,4,2024-01-29,80,Carnes,320
3777,82,4,2024-01-29,91,Utensilios,364
9130,81,4,2024-01-29,63,Bebidas,252
9620,4,4,2024-01-29,175,Carnes,700
8800,42,4,2024-01-29,136,Bebidas,544
9878,87,4,2024-01-29,236,Utensilios,944
693,74,4,2024-01-30,256,Utensilios,1024
6605,90,4,2024-01-30,284,Carnes,1136
6528,89,4,2024-01-30,271,Carnes,1084
893,51,4,2024-01-30,233,Bebidas,932
1666,86,4,2024-01-30,298,Bebidas,1192
1666,96,4,2024-01-30,128,Carnes,512
24,93,4,2024-01-30,276,Bebidas,1104
2822,99,4,2024-01-30,134,Limpeza,536
1188,92,4,2024-01-30,175,Bebidas,700
8116,35,4,2024-01-30,149,Limpeza,596
7787,43,4,2024-01-30,284,Bebidas,1136
1608,48,4,2024-01-30,287,Carnes,1148
5760,14,4,2024-01-30,84,Limpeza,336
6777,6,4,2024-01-30,273,Carnes,1092
5658,19,4,2024-01-30,59,Bebidas,236
4796,70,4,2024-01-30,187,Utensilios,748
7484,41,4,2024-01-30,164,Carnes,656
1663,55,4,2024-01-30,58,Bebidas,232
3030,13,4,2024-01-30,91,Bebidas,364
3030,6,4,2024-01-30,273,Carnes,1092
6489,2,4,2024-01-30,207,Carnes,828
6489,98,4,2024-01-30,61,Utensilios,244
3997,94,4,2024-01-30,242,Utensilios,968
6861,39,4,2024-01-30,217,Bebidas,868
8466,26,4,2024-01-30,279,Carnes,1116
8466,73,4,2024-01-30,246,Utensilios,984
6121,61,4,2024-01-30,204,Bebidas,816
4460,79,4,2024-01-30,163,Limpeza,652
5820,98,4,2024-01-30,61,Utensilios,244
5134,76,4,2024-01-30,228,Utensilios,912
2903,35,4,2024-01-30,149,Limpeza,596
5529,29,4,2024-01-30,111,Bebidas,444
2486,90,4,2024-01-30,284,Carnes,1136
8475,82,4,2024-01-30,91,Utensilios,364
5910,22,4,2024-01-30,147,Bebidas,588
2963,16,4,2024-01-30,150,Utensilios,600
9645,94,4,2024-01-30,242,Utensilios,968
1630,37,4,2024-01-30,66,Utensilios,264
1187,41,4,2024-01-30,164,Carnes,656
3140,71,4,2024-01-30,245,Carnes,980
8584,23,4,2024-01-30,135,Bebidas,540
7774,85,4,2024-01-30,156,Bebidas,624
8864,26,4,2024-01-30,279,Carnes,1116
6598,3,4,2024-01-30,67,Limpeza,268
1249,34,4,2024-01-30,132,Limpeza,528
1249,92,4,2024-01-30,175,Bebidas,700
1249,78,4,2024-01-30,203,Limpeza,812
3835,15,4,2024-01-30,297,Bebidas,1188
8448,91,4,2024-01-30,69,Bebidas,276
5411,98,4,2024-01-30,61,Utensilios,244
5411,49,4,2024-01-30,266,Utensilios,1064
9135,98,4,2024-01-30,61,Utensilios,244
3390,7,4,2024-01-30,288,Carnes,1152
3390,24,4,2024-01-30,150,Bebidas,600
7404,24,4,2024-01-30,150,Bebidas,600
1314,54,4,2024-01-31,211,Limpeza,844
7950,15,4,2024-01-31,297,Bebidas,1188
2632,98,4,2024-01-31,61,Utensilios,244
7464,52,4,2024-01-31,69,Utensilios,276
1183,58,4,2024-01-31,45,Limpeza,180
1232,72,4,2024-01-31,159,Utensilios,636
9018,42,4,2024-01-31,136,Bebidas,544
1259,76,4,2024-01-31,228,Utensilios,912
1304,77,4,2024-01-31,132,Carnes,528
492,22,4,2024-01-31,147,Bebidas,588
2046,64,4,2024-01-31,213,Utensilios,852
1649,74,4,2024-01-31,256,Utensilios,1024
1649,3,4,2024-01-31,67,Limpeza,268
1649,60,4,2024-01-31,98,Limpeza,392
4287,86,4,2024-01-31,298,Bebidas,1192
5103,70,4,2024-01-31,187,Utensilios,748
295,37,4,2024-01-31,66,Utensilios,264
6313,31,4,2024-01-31,150,Limpeza,600
9898,74,4,2024-01-31,256,Utensilios,1024
860,9,4,2024-01-31,250,Bebidas,1000
5421,39,4,2024-01-31,217,Bebidas,868
5740,58,4,2024-01-31,45,Limpeza,180
4377,76,4,2024-01-31,228,Utensilios,912
4377,83,4,2024-01-31,217,Limpeza,868
8604,24,4,2024-01-31,150,Bebidas,600
1315,87,4,2024-01-31,236,Utensilios,944
9826,46,4,2024-01-31,74,Carnes,296
7063,79,4,2024-01-31,163,Limpeza,652
8557,94,4,2024-01-31,242,Utensilios,968
1839,86,4,2024-01-31,298,Bebidas,1192
1839,26,4,2024-01-31,279,Carnes,1116
9438,34,4,2024-01-31,132,Limpeza,528
7663,91,4,2024-01-31,69,Bebidas,276
4336,69,4,2024-01-31,194,Carnes,776
7724,73,4,2024-01-31,246,Utensilios,984
6019,67,4,2024-01-31,275,Limpeza,1100
6019,65,4,2024-01-31,198,Carnes,792
79,98,4,2024-01-31,61,Utensilios,244
5172,11,4,2024-01-31,256,Carnes,1024
4705,47,4,2024-01-31,163,Limpeza,652
4705,19,4,2024-01-31,59,Bebidas,236
4745,94,4,2024-01-31,242,Utensilios,968
588,90,4,2024-01-31,284,Carnes,1136
1002,26,4,2024-01-31,279,Carnes,1116
7161,88,4,2024-02-01,198,Bebidas,792
6232,65,4,2024-02-01,198,Carnes,792
2656,72,4,2024-02-01,159,Utensilios,636
2656,26,4,2024-02-01,279,Carnes,1116
573,44,4,2024-02-01,203,Carnes,812
7393,32,4,2024-02-01,299,Limpeza,1196
1152,2,4,2024-02-01,207,Carnes,828
2963,63,4,2024-02-01,80,Carnes,320
2963,23,4,2024-02-01,135,Bebidas,540
5082,8,4,2024-02-01,184,Carnes,736
2490,73,4,2024-02-01,246,Utensilios,984
9097,74,4,2024-02-01,256,Utensilios,1024
8085,37,4,2024-02-01,66,Utensilios,264
4331,96,4,2024-02-01,128,Carnes,512
1824,70,4,2024-02-01,187,Utensilios,748
1824,67,4,2024-02-01,275,Limpeza,1100
3898,73,4,2024-02-01,246,Utensilios,984
5804,18,4,2024-02-01,80,Utensilios,320
5712,86,4,2024-02-01,298,Bebidas,1192
2689,19,4,2024-02-01,59,Bebidas,236
1932,10,4,2024-02-01,286,Carnes,1144
1488,31,4,2024-02-01,150,Limpeza,600
1488,25,4,2024-02-01,160,Limpeza,640
1512,62,4,2024-02-01,246,Bebidas,984
8310,93,4,2024-02-01,276,Bebidas,1104
5919,75,4,2024-02-01,247,Bebidas,988
8376,9,4,2024-02-01,250,Bebidas,1000
6395,19,4,2024-02-01,59,Bebidas,236
3257,6,4,2024-02-01,273,Carnes,1092
8005,30,4,2024-02-01,293,Bebidas,1172
4661,37,4,2024-02-01,66,Utensilios,264
4849,26,4,2024-02-01,279,Carnes,1116
5619,13,4,2024-02-01,91,Bebidas,364
555,19,4,2024-02-01,59,Bebidas,236
